single                                            	Built-in Data Types (GNU Octave (version 5.1.0))                                                    	Single Precision Data Types (GNU Octave (version 5.1.0))                                            	                                  See also: typecast, int8, uint8, int16, uint16, int32, uint32, int64, uint64, double,  <<LNK>> , logical, char, class, typeinfo.                                                                                       	                                                                                                     NA (2, 2, "single") <<HIT>> NA (2, 2, "single")                                                                                                      …                                                                                                   zeros (2, 2, "single") <<HIT>> zeros (2, 2, "single")                                                                                                   …                                                                                                     eye (2, 2, "single") <<HIT>> eye (2, 2, "single")                                                                                                     …                                                                                                    rand (2, 2, "single") <<HIT>> rand (2, 2, "single")                                                                                                    …                                                                                                     NaN (2, 2, "single") <<HIT>> NaN (2, 2, "single")                                                                                                     …                                                          Inf (2, 2, "single") will all return single precision matrices. <<HIT>> Inf (2, 2, "single") will all return single precision matrices.                                                          … class (sngl) ⇒ single Many functions can also return single precision values directly. For example ones (2, 2, "single") <<HIT>> class (sngl) ⇒ single Many functions can also return single precision values directly. For example ones (2, 2, "single") … ngle precision type. See also: double. for example: sngl = single (rand (2, 2)) ⇒ sngl = 0.37569 0.92982 0.11962 0.50876 <<HIT>> Next: Integer Data Types, Previous: Ranges, Up: Numeric Data Types [Contents][Index] 4.3 Single Precision Data Types Oct	/Octave.tgz!/Octave.docset/Contents/Resources/Documents/Built_002din-Data-Types.html	/Octave.tgz!/Octave.docset/Contents/Resources/Documents/Single-Precision-Data-Types.html	#XREFsingle
toupper                                           	GDAL: Member List                                                                                   	GDAL: CPLString Class Reference                                                                     	                                                                                                                         <<LNK>> (void)CPLString                                                                                                         	                                                                                                          toupper (void) <<HIT>> toupper (void)                                                                                                          	/GDAL.tgz!/GDAL.docset/Contents/Resources/Documents/classCPLString-members.html	/GDAL.tgz!/GDAL.docset/Contents/Resources/Documents/classCPLString.html	#a0d98a06bdb42be5b1d9b298191e32c32
[docs]                                            	distributed.comm.core — Dask.distributed 1.23.1 documentation                                       	Communications — Dask.distributed 1.23.1 documentation                                              	                                                                                                              [docs] @ab <<LNK>> method                                                                                                                  	oc unchanged. Next Previous © Copyright 2016, Anaconda, Inc.. Built with Sphinx using a theme provided by Read the Docs. <<HIT>> '1.2.3.4' Communications API¶ The basic unit for dealing with established communications is the Comm object: class distr	/Distributed.tgz!/Distributed.docset/Contents/Resources/Documents/_modules/distributed/comm/core.html	/Distributed.tgz!/Distributed.docset/Contents/Resources/Documents/communications.html	#distributed.comm.Comm.close
Matrix                                            	Eigen: The Array class and coefficient-wise operations                                              	Eigen: Matrix< _Scalar, _Rows, _Cols, _Options, _MaxRows, _MaxCols > Class Template Reference       	                                 The last three template parameters are optional. Since this is exactly the same as for  <<LNK>> , we won't explain it again here and just refer to The Matrix class.                                                    	                                                                                                    Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                 here's the 3x2 matrix m: <<HIT>> here's the 3x2 matrix m:                                                                                                 …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     …                                                                                                     Now the matrix m is: <<HIT>> Now the matrix m is:                                                                                                     … :" << endl << m.diagonal<1>().transpose() << endl << m.diagonal<-2>().transpose() << endl; Output: Here is the matrix m: <<HIT>> -10 1 4 See also class Diagonal Returns an expression of the DiagIndex-th sub or super diagonal of the matrix *this *thi … << "Here are the coefficients on the main diagonal of m:" << endl << m.diagonal() << endl; Output: Here is the matrix m: <<HIT>> 1.41 2 See also cwisePow(), cwiseSquare() const Scalar* data ( ) const inlineinherited Returns a const pointer to the da … ssion of the coefficient-wise square root of *this. Example: Vector3d v(1,2,4); cout << v.cwiseSqrt() << endl; Output: 1 <<HIT>> 1.33 See also class CwiseBinaryOp, cwiseProduct(), cwiseInverse() const CwiseUnaryOp<internal::scalar_sqrt_op<Scalar>, c … unt(); cout << "Number of coefficients that are not equal: " << count << endl; Output: Comparing m with identity matrix: <<HIT>> 3 See also class CwiseBinaryOp, max() const CwiseBinaryOp<internal::scalar_min_op<Scalar>, const Matrix< _Scalar, _Rows, … ; m.bottomLeftCorner(2, 2).setZero(); cout << "Now the matrix m is:" << endl << m << endl; Output: Here is the matrix m: <<HIT>> cout << "Now the matrix m is:" << endl << m << endl; See also class Block, block(Index,Index,Index,Index) const Block<co … -0.737,-0.985) (-0.562,0.374) (0.869,0.0539) (-0.931,0.402) (0.511,-0.233) (-0.906,0.178) (-0.233,-0.816) (-0.893,0.821) <<HIT>> 0 0 6 See also class DiagonalWrapper, class DiagonalMatrix, diagonal(), isDiagonal() const CwiseBinaryOp<CustomBinaryOp, … plyOnTheLeft, A = " << endl << A << endl; Output: At start, A = -1 -0.0827 -0.906 -0.737 0.0655 0.358 0.511 -0.562 0.359 <<HIT>> Is (0.0827 0.0655 0.562) inside the box: 1 See also any(), Cwise::operator<() bool allFinite ( ) const inlineinherited R … ).count(); cout << "Number of coefficients that are equal: " << count << endl; Output: Comparing m with identity matrix: <<HIT>> 25 1 0 See also cwiseAbs() const CwiseBinaryOp<std::equal_to<Scalar>, const Matrix< _Scalar, _Rows, _Cols, _Options, _Ma … e coefficient-wise max of *this and other Example: Vector3d v(2,3,4), w(4,2,3); cout << v.cwiseMax(w) << endl; Output: 4 <<HIT>> 0.333 4 1 See also cwiseProduct() const CwiseBinaryOp<internal::scalar_max_op<Scalar>, const Matrix< _Scalar, _Rows, _Co … e coefficient-wise min of *this and other Example: Vector3d v(2,3,4), w(4,2,3); cout << v.cwiseMin(w) << endl; Output: 2 <<HIT>> 4 See also class CwiseBinaryOp, min() const CwiseBinaryOp<internal::scalar_max_op<Scalar>, const Matrix< _Scalar, _Rows, … bsolute value of *this Example: MatrixXd m(2,3); m << 2, -4, 6, -5, 1, 0; cout << m.cwiseAbs2() << endl; Output: 4 16 36 <<HIT>> 5 1 0 See also cwiseAbs2() const CwiseUnaryOp<internal::scalar_abs2_op<Scalar>, const Matrix< _Scalar, _Rows, _Cols, _Op … se quotient of *this and other Example: Vector3d v(2,3,4), w(4,2,3); cout << v.cwiseQuotient(w) << endl; Output: 0.5 1.5 <<HIT>> -90 -7 -10 16 -10 16 0 54 -40 See also class CwiseBinaryOp, cwiseAbs2 const CwiseBinaryOp<internal::scalar_quotient_op<S …                                                                    cout << "Here is the matrix m:" << endl << m << endl; <<HIT>> cout << "Here is the matrix m:" << endl << m << endl;                                                                    … It is not invertible." << endl; } Output: Here is the matrix m: -1 -0.0827 -0.906 -0.737 0.0655 0.358 0.511 -0.562 0.359 <<HIT>> It is invertible, and its inverse is: -0.37 -0.889 -0.0491 -0.737 -0.172 -1.69 -0.628 0.997 0.209 See also inverse(), co … It is not invertible." << endl; } Output: Here is the matrix m: -1 -0.0827 -0.906 -0.737 0.0655 0.358 0.511 -0.562 0.359 <<HIT>> Here is the maximum absolute value of each column: 1 0.562 0.906 See also rowwise(), class VectorwiseOp, Reductions, vis … ic>(1, 1, 2, 3).setZero(); cout << "Now the matrix m is:" << endl << m << endl; Output: Matrix4i m = Matrix4i::Random(); <<HIT>> -10 1 4 7 -8 0 0 -10 5 0 0 -9 -1 4 0 1 Note since block is a templated member, the keyword template has to be used if th	/Eigen.tgz!/Eigen.docset/Contents/Resources/Documents/group__TutorialArrayClass.html	/Eigen.tgz!/Eigen.docset/Contents/Resources/Documents/classEigen_1_1Matrix.html	
vkGetPhysicalDeviceImageFormatProperties2         	Vulkan® 1.1.127 - A Specification (with all registered Vulkan extensions)                           	Vulkan® 1.1.127 - A Specification (with all registered Vulkan extensions)                           	                                                                                                                   (Use  <<LNK>>  instead).                                                                                                              	void* pNext; VkFormat format; VkImageType type; VkImageTiling tiling; VkImageUsageFlags usage; VkImageCreateFlags flags; <<HIT>> The VkPhysicalDeviceImageFormatInfo2 structure is defined as: typedef struct VkPhysicalDeviceImageFormatInfo2 { VkStruct … _KHR = VK_EXTERNAL_MEMORY_HANDLE_TYPE_D3D12_RESOURCE_BIT, VK_EXTERNAL_MEMORY_HANDLE_TYPE_FLAG_BITS_MAX_ENUM = 0x7FFFFFFF <<HIT>> } VkPhysicalDeviceExternalImageFormatInfo; or the equivalent typedef VkPhysicalDeviceExternalImageFormatInfo VkPhysicalD … ct VkTextureLODGatherFormatPropertiesAMD { VkStructureType sType; void* pNext; VkBool32 supportsTextureGatherLODBiasAMD; <<HIT>> } VkImageFormatProperties2; or the equivalent typedef VkImageFormatProperties2 VkImageFormatProperties2KHR; sType is the	/Vulkan.tgz!/vulkan.docset/Contents/Resources/Documents/chap38.html	/Vulkan.tgz!/vulkan.docset/Contents/Resources/Documents/chap38.html	#vkGetPhysicalDeviceImageFormatProperties2
section                                           	can.stache.Basics                                                                                   	can.stache.Sections                                                                                 	               [can.stache.helpers.inverse {{^key}}] followed by [can.stache.helpers.close {{/key}}] signify an inverse  <<LNK>> . Inverted sections will only render if the key references a value that is considered falsey:                           	bers). Template: {{#people}} {{.}} {{/people}} Data: { people: ["Andy", "Austin", "Justin"] } Result: Andy Austin Justin <<HIT>> Sections page can.stache.Sections Sections ({{#key}} followed by [can.stache.helpers.close {{/key}}]) have multiple uses	/CanJS.tgz!/CanJS.docset/Contents/Resources/Documents/can.stache.Basics.html	/CanJS.tgz!/CanJS.docset/Contents/Resources/Documents/can.stache.Sections.html	
Config                                            	NullScheme (cascading API)                                                                          	NullScheme (cascading API)                                                                          	                                                                                                                    Tap< <<LNK>> ,Input,Output> tap,                                                                                                     	 Class Next Class Frames No Frames All Classes Summary: Nested | Field | Constr | Method Detail: Field | Constr | Method <<HIT>> extends Scheme<Config,Input,Output,SourceContext,SinkContext> Class NullScheme is a Scheme that neither reads or writes 	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/scheme/NullScheme.html	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/scheme/NullScheme.html	
[docs]                                            	airflow.operators.pig_operator — Airflow Documentation                                              	airflow.operators.pig_operator — Airflow Documentation                                              	                                                                                                    [docs] template_fiel <<LNK>> 'pig',)                                                                                                                 	(self, context)[source]¶ on_kill(self)[source]¶ Next Previous Built with Sphinx using a theme provided by Read the Docs. <<HIT>> Airflow 1.10.4 Project License Quick Start Installation Tutorial How-to Guides UI / Screenshots Concepts Scheduling & Tr	/Airflow.tgz!/Airflow.docset/Contents/Resources/Documents/_modules/airflow/operators/pig_operator.html	/Airflow.tgz!/Airflow.docset/Contents/Resources/Documents/_api/airflow/operators/pig_operator/index.html	#airflow.operators.pig_operator.PigOperator.template_fields
FlowProcess                                       	LocalFlowProcess (cascading API)                                                                    	FlowProcess (cascading API)                                                                         	                                                                             Fields inherited from class cascading.flow. <<LNK>>                                                                                                                         	 Class Next Class Frames No Frames All Classes Summary: Nested | Field | Constr | Method Detail: Field | Constr | Method <<HIT>> extends java.lang.Object FlowProcess implementations provide a call-back interface into the current computing system. Ea … ocess.NullFlowProcess, FlowProcessWrapper, HadoopFlowProcess, LocalFlowProcess public abstract class FlowProcess<Config> <<HIT>> JavaScript is disabled on your browser. Overview Package Class Tree Deprecated Index Help Prev Class Next Class Frames N	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/flow/local/LocalFlowProcess.html	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/flow/FlowProcess.html	
Control.Partial                                   	IdrisDoc/contrib Index                                                                              	IdrisDoc: Control.Partial                                                                           	ations Control.Algebra.VectorSpace Control.Delayed Control.IOExcept Control.Isomorphism.Primitives Control.Monad.Syntax  <<LNK>>  Control.Pipeline Control.ST Control.ST.Context Control.ST.Env Control.ST.Exception Control.ST.File Control.ST.ImplicitC	ue. p the predicate to wait for f the function to repeatedly apply v the starting value Produced by IdrisDoc version 1.0 <<HIT>> IdrisDoc: Control.Partial Index Control.Partial Control structures that are fundamentally partial until : (p : a -> Bool	/Idris.tgz!/idris.docset/Contents/Resources/Documents/contrib_doc/index.html	/Idris.tgz!/idris.docset/Contents/Resources/Documents/docs/Control.Partial.html	
Scope.Kind                                        	Scope.Kind (cascading API)                                                                          	Scope.Kind (cascading API)                                                                          	                                                                                                                 static  <<LNK>>                                                                                                                         	are declared. This method may be used to iterate over the constants as follows: for (Scope.Kind c : Scope.Kind.values()) <<HIT>> extends java.lang.Enum<Scope.Kind> Enum Kind Enum Constant Summary Enum Constants Enum Constant and Description EACH EVE … s Frames No Frames All Classes Summary: Nested | Enum Constants | Field | Method Detail: Enum Constants | Field | Method <<HIT>> System.out.println(c); Returns: an array containing the constants of this enum type, in the order they are declared valu …  Interfaces: java.io.Serializable, java.lang.Comparable<Scope.Kind> Enclosing class: Scope public static enum Scope.Kind <<HIT>> JavaScript is disabled on your browser. Overview Package Class Tree Deprecated Index Help Prev Class Next Class Frames N	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/flow/planner/Scope.Kind.html	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/flow/planner/Scope.Kind.html	
plugins                                           	Elektra: range Directory Reference                                                                  	Elektra: plugins Directory Reference                                                                	                                                                                                                    src  <<LNK>>  range                                                                                                                  	 yamlsmith directory yanlr directory yawn directory yaypeg directory zeromqrecv directory zeromqsend Generated by 1.8.15 <<HIT>> Elektra 0.9.0 src plugins plugins Directory Reference Directory dependency graph for plugins: Directories directory auge	/Elektra.tgz!/org.libelektra.docset/Contents/Resources/Documents/dir_94000567962aafefe60cd7b4c9eff0e4.html	/Elektra.tgz!/org.libelektra.docset/Contents/Resources/Documents/dir_7020b8b7abcceffa3f9f7a2d24718f16.html	
SchemaBuilder.NullBuilder                         	Uses of Class org.apache.avro.SchemaBuilder.NullBuilder (Apache Avro Java 1.8.2 API)                	SchemaBuilder.NullBuilder (Apache Avro Java 1.8.2 API)                                              	                                                                                                                Uses of  <<LNK>>  in org.apache.avro                                                                                                     	.avro.SchemaBuilder.NullBuilder<R> Enclosing class: SchemaBuilder public static final class SchemaBuilder.NullBuilder<R> <<HIT>> JavaScript is disabled on your browser. Overview Package Class Use Tree Deprecated Index Help Prev Class Next Class Fram	/Avro.tgz!/Avro.docset/Contents/Resources/Documents/org/apache/avro/class-use/SchemaBuilder.NullBuilder.html	/Avro.tgz!/Avro.docset/Contents/Resources/Documents/org/apache/avro/SchemaBuilder.NullBuilder.html	
LanguageDriver                                    	XMLLanguageDriver (mybatis 3.5.2 API)                                                               	LanguageDriver (mybatis 3.5.2 API)                                                                  	                                                                                                             implements  <<LNK>>                                                                                                                         	Nested | Field | Constr | Method Detail: Field | Constr | Method Copyright © 2009–2019 MyBatis.org. All rights reserved. <<HIT>> JavaScript is disabled on your browser. Skip navigation links Overview Package Class Use Tree Deprecated Index Help All 	/MyBatis.tgz!/MyBatis.docset/Contents/Resources/Documents/mybatis-3/apidocs/org/apache/ibatis/scripting/xmltags/XMLLanguageDriver.html	/MyBatis.tgz!/MyBatis.docset/Contents/Resources/Documents/mybatis-3/apidocs/org/apache/ibatis/scripting/LanguageDriver.html	
Object                                            	Crystal::Macros::MetaVar - github.com/crystal-lang/crystal                                          	Object - github.com/crystal-lang/crystal                                                            	                                                            Crystal::Macros::MetaVar Crystal::Macros::ASTNode Reference  <<LNK>>                                                                                                                         	meaningful pattern-match semantics. [View source] def class # Returns the runtime Class of an object. 1.class # => Int32 <<HIT>> end Object simply implements #=== by invoking #==, but subclasses (notably Regex) can override it to provide meaningful  …  # => String Compare it with typeof, which returns the compile-time type of an object: random_value = rand # => 0.627423 <<HIT>> "hello".class # => String Compare it with typeof, which returns the compile-time type of an object: random_value = rand  … o accumulate the result: def hash(hasher) hasher = @some_ivar.hash(hasher) hasher = @some_other_ivar.hash(hasher) hasher <<HIT>> typeof(value) # => Int32 | String [View source] abstract def dup # Returns a shallow copy of this object. As a conventio … t override #inspect(io), which must append to the given IO object. [View source] def itself # Return self. str = "hello" <<HIT>> end [View source] def hash # Generates an UInt64 hash value for this object. This method must have the property that a = … nilable types, to safely perform operations only when the value is not nil. # First program argument in downcase, or nil <<HIT>> str.itself.object_id == str.object_id # => true [View source] def not_nil! # Returns self. Nil overrides this method and … o class_getter(*names) # Defines getter methods for each of the given arguments. Writing: class Person class_getter name <<HIT>> ARGV[0]?.try &.downcase [View source] def unsafe_as(type : T.class) forall T # Unsafely reinterprets the bytes of an obj …  class Person def initialize(@name, @age) end # Define a `==` method that compares @name and @age def_equals @name, @age <<HIT>> end [View source] macro def_clone # Defines a clone method that returns a copy of this object with all instance variable … gate downcase, to: @string delegate gsub, to: @string delegate empty?, capitalize, to: @string delegate :[], to: @string <<HIT>> end [View source] macro delegate(*methods, to object) # Delegate methods to to. Note that due to current language limita … ther) # Case equality. The #=== method is used in a case ... when ... end expression. For example, this code: case value <<HIT>> Array(Int32).from_json("[1, 2, 3]") # => [1, 2, 3] [View source] def self.from_yaml(string_or_io : String | IO) : self #	/Crystal.tgz!/crystal.docset/Contents/Resources/Documents/api/0.26.1/Crystal/Macros/MetaVar.html	/Crystal.tgz!/crystal.docset/Contents/Resources/Documents/api/0.26.1/Object.html	
zlabel                                            	Plot Annotations (GNU Octave (version 5.1.0))                                                       	Plot Annotations (GNU Octave (version 5.1.0))                                                       	                                                                                              See also: xlabel, ylabel,  <<LNK>> , text.                                                                                                                 	                                                                                                     ylabel ("sin (x)"); <<HIT>> ylabel ("sin (x)");                                                                                                      …                                                                                                            xlabel ("x"); <<HIT>> xlabel ("x");                                                                                                            … ntains the numerical value of the contour label. An example of the use of clabel is [c, h] = contour (peaks (), -4 : 6); <<HIT>> legend ("sin (x)"); The functions grid and box may also be used to add grid and border lines to the plot. By default, th	/Octave.tgz!/Octave.docset/Contents/Resources/Documents/Plot-Annotations.html	/Octave.tgz!/Octave.docset/Contents/Resources/Documents/Plot-Annotations.html	#XREFzlabel
qgsapplication.h                                  	QGIS API Documentation: /home/julien/work/QGIS/src/core/qgsvectorlayer.cpp Source File              	QGIS API Documentation: /home/julien/work/QGIS/src/core/qgsapplication.h File Reference             	ings.h" 43 #include "qgsvectorlayer.h" 44 #include "qgsactionmanager.h" 45 #include "qgis.h" //for globals 46 #include " <<LNK>> " 47 #include "qgsclipper.h" 48 #include "qgsconditionalstyle.h" 49 #include "qgscoordinatereferencesystem.h" 50 #includ	ch as theme paths, database paths etc. More... Generated on Mon Dec 3 2018 09:50:48 for QGIS API Documentation by 1.8.13 <<HIT>> QGIS API Documentation 3.4.2-Madeira (ae76c05c97) src core Classes qgsapplication.h File Reference #include "qgis_core.h	/QGIS.tgz!/QGIS.docset/Contents/Resources/Documents/qgsvectorlayer_8cpp_source.html	/QGIS.tgz!/QGIS.docset/Contents/Resources/Documents/qgsapplication_8h.html	
RecordBuilder                                     	org.apache.avro.ipc Class Hierarchy (Apache Avro Java 1.8.2 API)                                    	RecordBuilder (Apache Avro Java 1.8.2 API)                                                          	                                         org.apache.avro.ipc.HandshakeResponse.Builder (implements org.apache.avro.data. <<LNK>> <T>)                                                                                                                    	nstr | Method Detail: Field | Constr | Method Copyright © 2009–2017 The Apache Software Foundation. All rights reserved. <<HIT>> JavaScript is disabled on your browser. Overview Package Class Use Tree Deprecated Index Help Prev Class Next Class Fram	/Avro.tgz!/Avro.docset/Contents/Resources/Documents/org/apache/avro/ipc/package-tree.html	/Avro.tgz!/Avro.docset/Contents/Resources/Documents/org/apache/avro/data/RecordBuilder.html	
XML_SCHEMAS_FINAL_DEFAULT_UNION                   	Module schemasInternals from libxml2                                                                	Module schemasInternals from libxml2                                                                	AS_FINAL_DEFAULT_EXTENSION #define XML_SCHEMAS_FINAL_DEFAULT_LIST #define XML_SCHEMAS_FINAL_DEFAULT_RESTRICTION #define  <<LNK>>  #define XML_SCHEMAS_INCLUDING_CONVERT_NS #define XML_SCHEMAS_QUALIF_ATTR #define XML_SCHEMAS_QUALIF_ELEM #define XML_SC	                               #define XML_SCHEMAS_FINAL_DEFAULT_UNIONthe schema has "union" in the set of finalDefault. <<HIT>> #define XML_SCHEMAS_FINAL_DEFAULT_UNIONthe schema has "union" in the set of finalDefault.                               	/libxml2.tgz!/libxml2.docset/Contents/Resources/Documents/libxml-schemasInternals.html	/libxml2.tgz!/libxml2.docset/Contents/Resources/Documents/libxml-schemasInternals.html	#XML_SCHEMAS_FINAL_DEFAULT_UNION
WARN_ADM_RUNTIME_PLAYOUT_WARNING                  	Agora C++ API Reference for All Platforms: agora Namespace Reference                                	Agora C++ API Reference for All Platforms: agora Namespace Reference                                	                                                                                                                         <<LNK>>  = 1014,                                                                                                                	                                                     1014: Audio Device Module: a warning occurs in the playback device. <<HIT>> 1014: Audio Device Module: a warning occurs in the playback device.                                                     	/Agora_CPP.tgz!/org.doxygen.Project.docset/Contents/Resources/Documents/namespaceagora.html	/Agora_CPP.tgz!/org.doxygen.Project.docset/Contents/Resources/Documents/namespaceagora.html	#a32d042123993336be6646469da251b21a5ae34eff3d841d06497b579d32ee7146
netstat                                           	TLDR pages                                                                                          	                                                                                                    	s.fat mkfs.minix mkfs.ntfs mkfs.vfat mkisofs mknod mkswap modinfo modprobe mpstat mycli n namei ncat ncdu ndctl nethogs  <<LNK>>  nft nixos-rebuild nm nmcli nmon nmtui notify-send ntfsfix opkg pacaur paccache pacman pamac pasuspender pdfgrep perf ph	st listening TCP and UDP ports (+ user and process if you're root): netstat -lepunt Print the routing table: netstat -nr <<HIT>> netstat Displays network-related information such as open connections, open socket ports, etc. List all ports: netstat -	/tldr_pages.tgz!/tldrpages.docset/Contents/Resources/Documents/index.html	/tldr_pages.tgz!/tldrpages.docset/Contents/Resources/Documents/linux/netstat.html	
wxCommandEvent                                    	wxWidgets: Member List                                                                              	wxWidgets: wxCommandEvent Class Reference                                                           	                                                                                                         GetInt() const  <<LNK>>                                                                                                                         	String & string ) Sets the m_commandString member. Generated on Tue Apr 25 2017 20:12:22 for wxWidgets by Doxygen 1.8.11 <<HIT>> Version: 3.1.0 Public Member Functions | List of all members wxCommandEvent Class Reference Class List by Category » Eve	/wxWidgets.tgz!/wxWidgets.docset/Contents/Resources/Documents/classwx_aui_tool_bar_event-members.html	/wxWidgets.tgz!/wxWidgets.docset/Contents/Resources/Documents/classwx_command_event.html	
